domain,model,window,train_period,test_period,MAE,RMSE,naive_MAE,naive_RMSE
consumer,baseline_ridge,12,2015 to 2022-12-31,2023-01-01T00:00:00.000000 to 2024-12-01T00:00:00.000000,0.0021916075863071967,0.003469268306937147,0.005198441161110467,0.006237000421499075
