n_combined,n_powerlaw_only,mean_vol_combined,mean_vol_powerlaw_only,mannwhitney_U,mannwhitney_p,ttest_t,ttest_p
9,4,0.02535098727133568,0.041362316183617395,36.0,0.0013986013986013986,5.458064864281308,0.00019840250073252356
