n_days,baseline_MAE,selected_MAE,garch_MAE,selected_vs_garch_t,selected_vs_garch_p,baseline_vs_garch_t,baseline_vs_garch_p
2373,0.02133394232582752,0.02114421420213481,0.021138558302694618,0.17678162851921453,0.8596950124568662,2.9633162231502244,0.0030737231982114685
