asset,n_days,decay_MAE,rsi_MAE,mae_t,mae_p,decay_dir_acc,rsi_dir_acc,mcnemar_p
BTC-USD,2373,0.02114421420213486,0.02122728373618928,-1.550953028540809,0.12104634536106545,0.5065318162663296,0.48672566371681414,0.18619185026115134
