model,regime,n,baseline_MAE,model_MAE,pct_improvement_vs_baseline,t_stat,p_value,significant_95pct
fast,overall,501,0.006137991756054805,0.00627467050250492,-2.226766536714363,-2.937004109285378,0.0034668312778841095,True
fast,volatile,44,0.008660511456281711,0.008514925092436622,1.6810365597922192,0.8263442918707977,0.41317059748356766,False
fast,stable,238,0.005642818562194431,0.005858191329420739,-3.8167586792397685,-3.3591736000877694,0.0009108679417780603,True
medium,overall,501,0.006137991756054805,0.0062128692291923675,-1.2199018199022431,-2.105515176436143,0.035744591957794204,True
medium,volatile,44,0.008660511456281711,0.008542013620540351,1.3682544771118614,0.8674644353386803,0.3905029373909916,False
medium,stable,238,0.005642818562194431,0.005777235402947543,-2.382086882142085,-2.7274499579782914,0.006860148139196359,True
slow,overall,501,0.006137991756054805,0.006174078189494385,-0.5879192229931277,-1.325382790359763,0.18564950299455746,False
slow,volatile,44,0.008660511456281711,0.00856677853443222,1.082302382747899,0.8866713130311484,0.38018822920917406,False
slow,stable,238,0.005642818562194431,0.005722732726590862,-1.4162100644496556,-2.1069684025159003,0.03617160884166276,True
