domain,model,window,train_period,test_period,MAE,RMSE,naive_MAE,naive_RMSE
disease,baseline_ridge,30,2020-01-22 to 2022-04-02,2022-04-03T00:00:00.000000 to 2023-03-09T00:00:00.000000,0.04598030859273892,0.06198067407481016,0.03876271777669343,0.05784714253997382
