domain,model,ticker,train_period,test_period,MAE,RMSE,naive_MAE,naive_RMSE
financial,baseline_ridge,SPY,2015-01-01 to 2022-12-31,2023-01-03T00:00:00.000000 to 2024-12-30T00:00:00.000000,0.0061541835873574705,0.008099068964302819,0.00618596783315106,0.00812308386950567
