domain,model,ticker,train_period,test_period,MAE,RMSE,naive_MAE,naive_RMSE
crypto,baseline_ridge,BTC-USD,2014-09-18 to 2023-12-31,2024-01-01 to 2026-08-06,0.018033217626454757,0.0251426897557949,0.017745407593819963,0.025005350802223044
